model,n_splits,accuracy_mean,accuracy_std,accuracy_ci95,precision_mean,precision_std,precision_ci95,recall_mean,recall_std,recall_ci95,f1_mean,f1_std,f1_ci95,train_time_mean,train_time_std,train_time_ci95,predict_time_mean,predict_time_std,predict_time_ci95
RandomForest,5,0.9969995374202971,0.00036463019261700645,0.00031961245575746355,0.9969032379384071,0.0003114733077507067,0.0002730183918084586,0.9969995374202971,0.00036463019261700645,0.00031961245575746355,0.9967883109315514,0.00039433730151943293,0.000345651884806423,0.613245964050293,0.012775323071070268,0.011198064402002321,0.030939006805419923,0.007411192195780893,0.0064961963812801456
XGBoost,5,0.9983497468316322,0.00032363570284076607,0.00028367920114716685,0.9983401649301579,0.0002227746601607629,0.00019527059924328097,0.9983497468316322,0.00032363570284076607,0.00028367920114716685,0.9982902760589816,0.00026425917278277635,0.00023163337781589887,3.8912424087524413,0.15892182304170246,0.13930111977634013,0.026824378967285158,0.0035252200342638543,0.0030899915998451816
